month,store,expense-category,val-in-rep-cur-,store_id
2025-04,3073.0,Maintenance & Consummables,956.5,
2025-04,3073.0,Marketing Expenses,4019.26,
2025-04,3073.0,Office expense incl brokerage exp,1471,
2025-04,3073.0,Packaging,3154.41,
2025-04,3073.0,Power & Fuel,6500,
2025-04,3073.0,Printing & Stationery,2750,
2025-04,3073.0,Rent + CAM,48000,
2025-04,3073.0,Staff Welfare,1150,
2025-04,3075.0,Central,4172.35,
2025-04,3075.0,Finance,2084,
2025-04,3075.0,Home Delivery Charges,442,
2025-04,3075.0,Housekeeping,3100,
2025-04,3075.0,Logistic Costs,10221.34,
2025-04,3075.0,Maintenance & Consummables,956.5,
2025-04,3075.0,Marketing Expenses,4019.26,
2025-04,3075.0,Office expense incl brokerage exp,1950,
2025-04,3075.0,Packaging,3154.41,
2025-04,3075.0,Power & Fuel,3710.07,
2025-04,3075.0,Printing & Stationery,2359.5,
2025-04,3075.0,Rent + CAM,28002.68,
2025-04,3075.0,Staff Welfare,1000,
2025-04,3076.0,Central,1395.35,
2025-04,3076.0,Finance,1460,
2025-04,3076.0,Home Delivery Charges,0,
2025-04,3076.0,Housekeeping,1600,
2025-04,3076.0,Logistic Costs,10221.34,
2025-04,3076.0,Maintenance & Consummables,6054.5,
2025-04,3076.0,Marketing Expenses,6719.7,
2025-04,3076.0,Packaging,3154.41,
2025-04,3076.0,Power & Fuel,-1149.11,
2025-04,3076.0,Printing & Stationery,5146.5,
2025-04,3076.0,Rent + CAM,45000,
2025-04,3077.0,Central,1490.35,
2025-04,3077.0,Finance,2171,
2025-04,3077.0,Home Delivery Charges,-60,
2025-04,3077.0,Housekeeping,3100,
2025-04,3077.0,Logistic Costs,10221.34,
2025-04,3077.0,Maintenance & Consummables,1004.5,
2025-04,3077.0,Marketing Expenses,4019.19,
2025-04,3077.0,Office expense incl brokerage exp,2495,
2025-04,3077.0,Packaging,3154.41,
2025-04,3077.0,Power & Fuel,7000,
2025-04,3077.0,Printing & Stationery,3713,
2025-04,3077.0,Rent + CAM,23280,
2025-04,3077.0,Staff Welfare,1350,
2025-04,3078.0,Central,2622.55,
2025-04,3078.0,Finance,5260,
2025-04,3078.0,Home Delivery Charges,2135,
2025-04,3078.0,Housekeeping,2400,
2025-04,3078.0,Inventory Shrinkage,4986.28,
2025-04,3078.0,Logistic Costs,6681.81,
2025-04,3078.0,Maintenance & Consummables,1625,
2025-04,3078.0,Marketing Expenses,3986.43,
2025-04,3078.0,Office expense incl brokerage exp,1475,
2025-04,3078.0,Packaging,1195.41,
2025-04,3078.0,Power & Fuel,160.14,
2025-04,3078.0,Printing & Stationery,8592,
2025-04,3078.0,Rent + CAM,90289.09,
2025-04,3078.0,Water,239.79,
2025-04,3079.0,Central,3796.35,
2025-04,3079.0,Finance,3390,
2025-04,3079.0,Housekeeping,600,
2025-04,3079.0,Internet,1680,
2025-04,3079.0,Inventory Shrinkage,2282.57,
2025-04,3079.0,Logistic Costs,8220,
2025-04,3079.0,Maintenance & Consummables,8712.5,
2025-04,3079.0,Marketing Expenses,4370.14,
2025-04,3079.0,Packaging,3250,
2025-04,3079.0,Power & Fuel,1910,
2025-04,3079.0,Printing & Stationery,1000,
2025-04,3079.0,Rent + CAM,118101,
2025-04,3080.0,Central,6405.35,
2025-04,3080.0,Finance,3593,
2025-04,3080.0,Housekeeping,600,
2025-04,3080.0,Internet,7560,
2025-04,3080.0,Logistic Costs,8220,
2025-04,3080.0,Maintenance & Consummables,812.5,
2025-04,3080.0,Marketing Expenses,15171.14,
2025-04,3080.0,Packaging,3250,
2025-04,3080.0,Power & Fuel,4160,
2025-04,3080.0,Printing & Stationery,1000,
2025-04,3080.0,Rent + CAM,120000,
2025-04,3081.0,Central,7895.55,
2025-04,3081.0,Finance,3366,
2025-04,3081.0,Housekeeping,2400,
2025-04,3081.0,Inventory Shrinkage,2339.38,
2025-04,3081.0,Logistic Costs,8650,
2025-04,3081.0,Maintenance & Consummables,812.5,
2025-04,3081.0,Marketing Expenses,3986.43,
2025-04,3081.0,Office expense incl brokerage exp,1475,
2025-04,3081.0,Packaging,1195.41,
2025-04,3081.0,Power & Fuel,-824.03,
2025-04,3081.0,Printing & Stationery,8216,
2025-04,3081.0,Rent + CAM,68617.86,
2025-04,3083.0,Central,3622.55,
2025-04,3083.0,Finance,3738,
2025-04,3083.0,Housekeeping,3400,
2025-04,3083.0,Logistic Costs,8181.81,
2025-04,3083.0,Marketing Expenses,16298.07,
2025-04,3083.0,Office expense incl brokerage exp,2485,
2025-04,3083.0,Packaging,1195.41,
2025-04,3083.0,Power & Fuel,216.94,
2025-04,3083.0,Printing & Stationery,2870,
2025-04,3083.0,Rent + CAM,39847.47,
2025-04,3083.0,Staff Welfare,300,
2025-04,3084.0,Central,2622.55,
2025-04,3084.0,Finance,3108,
2025-04,3084.0,Home Delivery Charges,974,
2025-04,3084.0,Housekeeping,2400,
2025-04,3084.0,Internet,3400,
2025-04,3084.0,Inventory Shrinkage,795.78,
2025-04,3084.0,Maintenance & Consummables,812.5,
2025-04,3084.0,Marketing Expenses,6822.43,
2025-04,3084.0,Office expense incl brokerage exp,1475,
2025-04,3084.0,Packaging,1195.41,
2025-04,3084.0,Power & Fuel,8697.22,
2025-04,3084.0,Printing & Stationery,2593,
2025-04,3084.0,Rent + CAM,50591.77,
2025-04,3084.0,Water,183.67,
2025-04,3085.0,Central,3960.35,
2025-04,3085.0,Finance,4358,
2025-04,3085.0,Home Delivery Charges,996,
2025-04,3085.0,Housekeeping,2400,
2025-04,3085.0,Inventory Shrinkage,2516.36,
2025-04,3085.0,Logistic Costs,6681.81,
2025-04,3085.0,Maintenance & Consummables,812.5,
2025-04,3085.0,Marketing Expenses,3986.43,
2025-04,3085.0,Packaging,1195.41,
2025-04,3085.0,Power & Fuel,8150,
2025-04,3085.0,Printing & Stationery,8446,
2025-04,3085.0,Rent + CAM,66276.53,
2025-04,3087.0,Central,16802.55,
2025-04,3087.0,Finance,2700,
2025-04,3087.0,Housekeeping,600,
2025-04,3087.0,Inventory Shrinkage,1976.85,
2025-04,3087.0,Logistic Costs,6389,
2025-04,3087.0,Marketing Expenses,3562.07,
2025-04,3087.0,Office expense incl brokerage exp,1845,
2025-04,3087.0,Packaging,3150.41,
2025-04,3087.0,Power & Fuel,6494,
2025-04,3087.0,Printing & Stationery,5920,
2025-04,3087.0,Rent + CAM,110000,
2025-04,3088.0,Central,12399.55,
2025-04,3088.0,Finance,3586,
2025-04,3088.0,Housekeeping,2400,
2025-04,3088.0,Logistic Costs,8650,
2025-04,3088.0,Maintenance & Consummables,812.5,
2025-04,3088.0,Marketing Expenses,3986.43,
2025-04,3088.0,Office expense incl brokerage exp,1475,
2025-04,3088.0,Packaging,1195.41,
2025-04,3088.0,Power & Fuel,1828.66,
2025-04,3088.0,Printing & Stationery,3893,
2025-04,3088.0,Rent + CAM,39671.13,
2025-04,3089.0,Central,-90025.45,
2025-04,3089.0,Finance,3045,
2025-04,3089.0,Housekeeping,6700,
2025-04,3089.0,Internet,3598,
2025-04,3089.0,Inventory Shrinkage,775.11,
2025-04,3089.0,Logistic Costs,11558,
2025-04,3089.0,Marketing Expenses,3976.33,
2025-04,3089.0,Office expense incl brokerage exp,1795,
2025-04,3089.0,Packaging,3400.41,
2025-04,3089.0,Power & Fuel,0,
2025-04,3089.0,Printing & Stationery,2160,
2025-04,3089.0,Rent + CAM,46000,
2025-04,3090.0,Central,10191.55,
2025-04,3090.0,Finance,5533,
2025-04,3090.0,Housekeeping,4500,
2025-04,3090.0,Internet,3400,
2025-04,3090.0,Inventory Shrinkage,3391.47,
2025-04,3090.0,Maintenance & Consummables,812.5,
2025-04,3090.0,Marketing Expenses,13633.07,
2025-04,3090.0,Office expense incl brokerage exp,5570,
2025-04,3090.0,Packaging,1195.41,
2025-04,3090.0,Power & Fuel,7000,
2025-04,3090.0,Printing & Stationery,3154,
2025-04,3090.0,Rent + CAM,115000,
2025-04,3090.0,Staff Welfare,2070,
2025-04,3091.0,Central,3122.55,
2025-04,3091.0,Finance,1865,
2025-04,3091.0,Housekeeping,2599,
2025-04,3091.0,Inventory Shrinkage,1927,
2025-04,3091.0,Logistic Costs,6158,
2025-04,3091.0,Marketing Expenses,6190.34,
2025-04,3091.0,Office expense incl brokerage exp,5673,
2025-04,3091.0,Packaging,2650.41,
2025-04,3091.0,Power & Fuel,9502,
2025-04,3091.0,Printing & Stationery,1025,
2025-04,3091.0,Rent + CAM,40000,
2025-04,3091.0,Staff Welfare,145,
2025-04,3094.0,Central,5422.55,
2025-04,3094.0,Finance,2742,
2025-04,3094.0,Housekeeping,3400,
2025-04,3094.0,Logistic Costs,8181.81,
2025-04,3094.0,Maintenance & Consummables,1625,
2025-04,3094.0,Marketing Expenses,3985.83,
2025-04,3094.0,Office expense incl brokerage exp,2575,
2025-04,3094.0,Packaging,1195.41,
2025-04,3094.0,Power & Fuel,6142.85,
2025-04,3094.0,Printing & Stationery,3852,
2025-04,3094.0,Rent + CAM,31000,
2025-04,3094.0,Staff Welfare,750,
2025-04,3095.0,Central,8219.55,
2025-04,3095.0,Finance,2435,
2025-04,3095.0,Housekeeping,5606,
2025-04,3095.0,Inventory Shrinkage,1117.25,
2025-04,3095.0,Logistic Costs,6389,
2025-04,3095.0,Marketing Expenses,3562.39,
2025-04,3095.0,Office expense incl brokerage exp,12340,
2025-04,3095.0,Packaging,2673.41,
2025-04,3095.0,Power & Fuel,5821,
2025-04,3095.0,Printing & Stationery,3202,
2025-04,3095.0,Rent + CAM,60000,
2025-04,3095.0,Staff Welfare,490,
2025-04,3097.0,Central,9581.55,
2025-04,3097.0,Finance,3280,
2025-04,3097.0,Housekeeping,2110,
2025-04,3097.0,Inventory Shrinkage,1652.59,
2025-04,3097.0,Logistic Costs,9764,
2025-04,3097.0,Maintenance & Consummables,660,
2025-04,3097.0,Marketing Expenses,3562.07,
2025-04,3097.0,Office expense incl brokerage exp,5274,
2025-04,3097.0,Packaging,3975.41,
2025-04,3097.0,Power & Fuel,9309,
2025-04,3097.0,Printing & Stationery,499.75,
2025-04,3097.0,Rent + CAM,75000,
2025-04,3098.0,Central,3122.55,
2025-04,3098.0,Finance,2136,
2025-04,3098.0,Housekeeping,1504,
2025-04,3098.0,Internet,3598,
2025-04,3098.0,Inventory Shrinkage,1648.64,
2025-04,3098.0,Logistic Costs,9764,
2025-04,3098.0,Marketing Expenses,11186.34,
2025-04,3098.0,Office expense incl brokerage exp,6302,
2025-04,3098.0,Packaging,2835.41,
2025-04,3098.0,Power & Fuel,7669,
2025-04,3098.0,Printing & Stationery,3470,
2025-04,3098.0,Rent + CAM,49000,
2025-04,3098.0,Staff Welfare,2940,
2025-04,3099.0,Central,3122.55,
2025-04,3099.0,Finance,1687,
2025-04,3099.0,Housekeeping,2003,
2025-04,3099.0,Internet,3598,
2025-04,3099.0,Inventory Shrinkage,1810.97,
2025-04,3099.0,Marketing Expenses,3562.07,
2025-04,3099.0,Office expense incl brokerage exp,47847,
2025-04,3099.0,Packaging,3010.41,
2025-04,3099.0,Power & Fuel,6213,
2025-04,3099.0,Printing & Stationery,4542,
2025-04,3099.0,Rent + CAM,22000,
2025-04,3099.0,Staff Welfare,505,
2025-04,3101.0,Central,1227.55,
2025-04,3101.0,Finance,376,
2025-04,3101.0,Housekeeping,2603,
2025-04,3101.0,Internet,1668,
2025-04,3101.0,Inventory Shrinkage,7.14,
2025-04,3101.0,Logistic Costs,8658,
2025-04,3101.0,Maintenance & Consummables,240,
2025-04,3101.0,Marketing Expenses,-9.93,
2025-04,3101.0,Office expense incl brokerage exp,3065,
2025-04,3101.0,Packaging,340.41,
2025-04,3101.0,Power & Fuel,3000,
2025-04,3101.0,Printing & Stationery,520,
2025-04,3101.0,Rent + CAM,49000,
2025-04,3101.0,Staff Welfare,1228,
2025-04,3104.0,Central,-115761.45,
2025-04,3104.0,Finance,3716,
2025-04,3104.0,Housekeeping,6700,
2025-04,3104.0,Internet,3264,
2025-04,3104.0,Inventory Shrinkage,223.68,
2025-04,3104.0,Logistic Costs,11558,
2025-04,3104.0,Marketing Expenses,20716.33,
2025-04,3104.0,Office expense incl brokerage exp,1795,
2025-04,3104.0,Packaging,3470.41,
2025-04,3104.0,Power & Fuel,0,
2025-04,3104.0,Printing & Stationery,1910,
2025-04,3104.0,Rent + CAM,48000,
2025-04,3109.0,Central,-31099.05,
2025-04,3109.0,Finance,2883,
2025-04,3109.0,Housekeeping,3110,
2025-04,3109.0,Internet,3264,
2025-04,3109.0,Logistic Costs,11133,
2025-04,3109.0,Marketing Expenses,3976.33,
2025-04,3109.0,Office expense incl brokerage exp,87079,
2025-04,3109.0,Packaging,3215.41,
2025-04,3109.0,Power & Fuel,7079,
2025-04,3109.0,Printing & Stationery,3337,
2025-04,3109.0,Rent + CAM,39780,
2025-04,3109.0,Staff Welfare,4590,
2025-04,3110.0,Central,3001.74,
2025-04,3110.0,Finance,710,
2025-04,3110.0,Internet,3400,
2025-04,3110.0,Inventory Shrinkage,566.35,
2025-04,3110.0,Logistic Costs,10000,
2025-04,3110.0,Marketing Expenses,70422,
2025-04,3110.0,Packaging,6700,
2025-04,3110.0,Power & Fuel,3500,
2025-04,3110.0,Printing & Stationery,8653.96,
2025-04,3110.0,Rent + CAM,48797.96,
2025-04,3111.0,Central,1980.35,
2025-04,3111.0,Finance,1055,
2025-04,3111.0,Home Delivery Charges,56,
2025-04,3111.0,Housekeeping,3305,
2025-04,3111.0,Internet,3598,
2025-04,3111.0,Maintenance & Consummables,2936.5,
2025-04,3111.0,Marketing Expenses,4019.19,
2025-04,3111.0,Office expense incl brokerage exp,472,
2025-04,3111.0,Packaging,3154.41,
2025-04,3111.0,Power & Fuel,1470,
2025-04,3111.0,Printing & Stationery,4669,
2025-04,3111.0,Rent + CAM,45000,
2025-04,3111.0,Staff Welfare,220,
2025-04,3112.0,Central,5901.55,
2025-04,3112.0,Finance,2255,
2025-04,3112.0,Housekeeping,2100,
2025-04,3112.0,Internet,1663.55,
2025-04,3112.0,Marketing Expenses,3562.07,
2025-04,3112.0,Office expense incl brokerage exp,3245,
2025-04,3112.0,Packaging,3800.41,
2025-04,3112.0,Power & Fuel,8000,
2025-04,3112.0,Printing & Stationery,540,
2025-04,3112.0,Rent + CAM,30000,
2025-04,3112.0,Staff Welfare,538,
2025-04,3113.0,Central,3122.55,
2025-04,3113.0,Finance,879,
2025-04,3113.0,Housekeeping,4348,
2025-04,3113.0,Internet,3264,
2025-04,3113.0,Logistic Costs,9533,
2025-04,3113.0,Maintenance & Consummables,500,
2025-04,3113.0,Marketing Expenses,6398.07,
2025-04,3113.0,Office expense incl brokerage exp,7069,
2025-04,3113.0,Packaging,2673.41,
2025-04,3113.0,Power & Fuel,7000,
2025-04,3113.0,Printing & Stationery,225,
2025-04,3113.0,Rent + CAM,26000,
2025-04,3113.0,Staff Welfare,490,
2025-04,3115.0,Central,1395.35,
2025-04,3115.0,Finance,2023,
2025-04,3115.0,Home Delivery Charges,-29,
2025-04,3115.0,Housekeeping,3340,
2025-04,3115.0,Logistic Costs,10221.34,
2025-04,3115.0,Maintenance & Consummables,956.5,
2025-04,3115.0,Marketing Expenses,5357.29,
2025-04,3115.0,Office expense incl brokerage exp,3089,
2025-04,3115.0,Packaging,3154.41,
2025-04,3115.0,Power & Fuel,4704,
2025-04,3115.0,Printing & Stationery,1340,
2025-04,3115.0,Rent + CAM,59060,
2025-04,3115.0,Staff Welfare,1700,
2025-04,3115.0,Water,911,
2025-04,3116.0,Central,2622.55,
2025-04,3116.0,Finance,8146,
2025-04,3116.0,Home Delivery Charges,-81,
2025-04,3116.0,Housekeeping,2400,
2025-04,3116.0,Internet,3400,
2025-04,3116.0,Inventory Shrinkage,3960.75,
2025-04,3116.0,Maintenance & Consummables,812.5,
2025-04,3116.0,Marketing Expenses,3986.43,
2025-04,3116.0,Office expense incl brokerage exp,1475,
2025-04,3116.0,Packaging,0,
2025-04,3116.0,Power & Fuel,5378,
2025-04,3116.0,Printing & Stationery,3023,
2025-04,3116.0,Rent + CAM,70000,
2025-04,3119.0,Central,3622.55,
2025-04,3119.0,Finance,1516,
2025-04,3119.0,Housekeeping,1658,
2025-04,3119.0,Internet,3264,
2025-04,3119.0,Inventory Shrinkage,1069.62,
2025-04,3119.0,Marketing Expenses,5816.07,
2025-04,3119.0,Office expense incl brokerage exp,3374,
2025-04,3119.0,Packaging,3080.41,
2025-04,3119.0,Power & Fuel,8378,
2025-04,3119.0,Printing & Stationery,5195.74,
2025-04,3119.0,Rent + CAM,20000,
2025-04,3120.0,Central,2622.55,
2025-04,3120.0,Finance,3487,
2025-04,3120.0,Housekeeping,600,
2025-04,3120.0,Internet,3264,
2025-04,3120.0,Inventory Shrinkage,1673.42,
2025-04,3120.0,Logistic Costs,6158,
2025-04,3120.0,Marketing Expenses,10024.51,
2025-04,3120.0,Office expense incl brokerage exp,1795,
2025-04,3120.0,Packaging,3510.41,
2025-04,3120.0,Power & Fuel,5528,
2025-04,3120.0,Printing & Stationery,4448,
2025-04,3120.0,Rent + CAM,45000,
2025-04,3121.0,Central,-79213.45,
2025-04,3121.0,Finance,3584,
2025-04,3121.0,Housekeeping,3395,
2025-04,3121.0,Internet,3598,
2025-04,3121.0,Logistic Costs,11558,
2025-04,3121.0,Marketing Expenses,3976.33,
2025-04,3121.0,Office expense incl brokerage exp,5490,
2025-04,3121.0,Packaging,3470.41,
2025-04,3121.0,Power & Fuel,7323,
2025-04,3121.0,Printing & Stationery,2160,
2025-04,3121.0,Rent + CAM,80000,
2025-04,3121.0,Staff Welfare,5240,
2025-04,3123.0,Central,0.35,
2025-04,3123.0,Logistic Costs,6394.22,
2025-04,3123.0,Marketing Expenses,-10.18,
2025-04,3125.0,Central,-141309.45,
2025-04,3125.0,Finance,2948,
2025-04,3125.0,Housekeeping,1100,
2025-04,3125.0,Internet,3191,
2025-04,3125.0,Logistic Costs,11558,
2025-04,3125.0,Marketing Expenses,6376.33,
2025-04,3125.0,Office expense incl brokerage exp,2185,
2025-04,3125.0,Packaging,2520.41,
2025-04,3125.0,Power & Fuel,7558.2,
2025-04,3125.0,Printing & Stationery,2056,
2025-04,3125.0,Rent + CAM,64000,
2025-04,3125.0,Staff Welfare,2143,
2025-04,3126.0,Central,-80071.45,
2025-04,3126.0,Finance,3077,
2025-04,3126.0,Housekeeping,2015,
2025-04,3126.0,Internet,3598,
2025-04,3126.0,Inventory Shrinkage,725.85,
2025-04,3126.0,Logistic Costs,11558,
2025-04,3126.0,Maintenance & Consummables,-249200,
2025-04,3126.0,Marketing Expenses,17976.33,
2025-04,3126.0,Office expense incl brokerage exp,6253,
2025-04,3126.0,Packaging,2705.41,
2025-04,3126.0,Power & Fuel,8051,
2025-04,3126.0,Printing & Stationery,2567,
2025-04,3126.0,Rent + CAM,48000,
2025-04,3126.0,Staff Welfare,350,
2025-04,3128.0,Central,-98193.05,
2025-04,3128.0,Finance,3063,
2025-04,3128.0,Housekeeping,6700,
2025-04,3128.0,Internet,3264,
2025-04,3128.0,Inventory Shrinkage,1120.42,
2025-04,3128.0,Logistic Costs,11558,
2025-04,3128.0,Marketing Expenses,3976.33,
2025-04,3128.0,Office expense incl brokerage exp,1795,
2025-04,3128.0,Packaging,3725.41,
2025-04,3128.0,Power & Fuel,6582,
2025-04,3128.0,Printing & Stationery,2151,
2025-04,3128.0,Rent + CAM,55000,
2025-04,3128.0,Water,1000,
2025-04,3129.0,Central,-22972.45,
2025-04,3129.0,Finance,2557,
2025-04,3129.0,Housekeeping,4800,
2025-04,3129.0,Internet,5063,
2025-04,3129.0,Inventory Shrinkage,3371.15,
2025-04,3129.0,Logistic Costs,11558,
2025-04,3129.0,Marketing Expenses,3976.16,
2025-04,3129.0,Office expense incl brokerage exp,3228,
2025-04,3129.0,Packaging,2890.41,
2025-04,3129.0,Power & Fuel,1198,
2025-04,3129.0,Printing & Stationery,1987,
2025-04,3129.0,Rent + CAM,47000,
2025-04,3129.0,Staff Welfare,4725,
2025-04,3132.0,Finance,300,
2025-04,3133.0,Central,3169.35,
2025-04,3133.0,Finance,5796,
2025-04,3133.0,Home Delivery Charges,-918,
2025-04,3133.0,Housekeeping,3100,
2025-04,3133.0,Internet,3598,
2025-04,3133.0,Inventory Shrinkage,392.27,
2025-04,3133.0,Logistic Costs,10221.34,
2025-04,3133.0,Maintenance & Consummables,1052.5,
2025-04,3133.0,Marketing Expenses,20264.43,
2025-04,3133.0,Office expense incl brokerage exp,1650,
2025-04,3133.0,Packaging,3154.41,
2025-04,3133.0,Power & Fuel,3484,
2025-04,3133.0,Printing & Stationery,9452.75,
2025-04,3133.0,Rent + CAM,117613,
2025-04,3133.0,Staff Welfare,1650,
2025-04,3136.0,Central,-53531.05,
2025-04,3136.0,Finance,3998,
2025-04,3136.0,Housekeeping,600,
2025-04,3136.0,Internet,3264,
2025-04,3136.0,Inventory Shrinkage,1430.25,
2025-04,3136.0,Logistic Costs,11558,
2025-04,3136.0,Maintenance & Consummables,0,
2025-04,3136.0,Marketing Expenses,16882.33,
2025-04,3136.0,Office expense incl brokerage exp,1925,
2025-04,3136.0,Packaging,3400.41,
2025-04,3136.0,Power & Fuel,6163,
2025-04,3136.0,Printing & Stationery,2502,
2025-04,3136.0,Rent + CAM,40000,
2025-04,3137.0,Central,3122.55,
2025-04,3137.0,Finance,1469,
2025-04,3137.0,Housekeeping,600,
2025-04,3137.0,Internet,1676.44,
2025-04,3137.0,Logistic Costs,9533,
2025-04,3137.0,Marketing Expenses,11280.34,
2025-04,3137.0,Office expense incl brokerage exp,41795,
2025-04,3137.0,Packaging,2720.41,
2025-04,3137.0,Power & Fuel,3534,
2025-04,3137.0,Printing & Stationery,2914,
2025-04,3137.0,Rent + CAM,40000,
2025-04,3139.0,Central,-35431.65,
2025-04,3139.0,Finance,2767,
2025-04,3139.0,Housekeeping,600,
2025-04,3139.0,Internet,3264,
2025-04,3139.0,Inventory Shrinkage,943.53,
2025-04,3139.0,Logistic Costs,11558,
2025-04,3139.0,Marketing Expenses,10996.16,
2025-04,3139.0,Office expense incl brokerage exp,1925,
2025-04,3139.0,Packaging,2705.41,
2025-04,3139.0,Power & Fuel,8285,
2025-04,3139.0,Printing & Stationery,1971,
2025-04,3139.0,Rent + CAM,32000,
2025-04,3140.0,Central,-83890.45,
2025-04,3140.0,Finance,3060,
2025-04,3140.0,Housekeeping,1100,
2025-04,3140.0,Internet,3598,
2025-04,3140.0,Inventory Shrinkage,1243.05,
2025-04,3140.0,Logistic Costs,11558,
2025-04,3140.0,Marketing Expenses,6376.47,
2025-04,3140.0,Office expense incl brokerage exp,2508,
2025-04,3140.0,Packaging,3715.41,
2025-04,3140.0,Power & Fuel,7128,
2025-04,3140.0,Printing & Stationery,2035,
2025-04,3140.0,Rent + CAM,36000,
2025-04,3140.0,Staff Welfare,1710,
2025-04,3141.0,Central,1395.35,
2025-04,3141.0,Finance,3288,
2025-04,3141.0,Home Delivery Charges,-20,
2025-04,3141.0,Housekeeping,4428,
2025-04,3141.0,Internet,3598,
2025-04,3141.0,Inventory Shrinkage,778.03,
2025-04,3141.0,Logistic Costs,10221.34,
2025-04,3141.0,Maintenance & Consummables,1004.5,
2025-04,3141.0,Marketing Expenses,29684.43,
2025-04,3141.0,Office expense incl brokerage exp,2392,
2025-04,3141.0,Packaging,3125,
2025-04,3141.0,Power & Fuel,6804,
2025-04,3141.0,Printing & Stationery,6360.8,
2025-04,3141.0,Rent + CAM,147781.98,
2025-04,3142.0,Central,3122.55,
2025-04,3142.0,Finance,1872,
2025-04,3142.0,Housekeeping,2608,
2025-04,3142.0,Internet,1632,
2025-04,3142.0,Inventory Shrinkage,1217.81,
2025-04,3142.0,Logistic Costs,9533,
2025-04,3142.0,Marketing Expenses,6398.07,
2025-04,3142.0,Office expense incl brokerage exp,6777,
2025-04,3142.0,Packaging,2825.41,
2025-04,3142.0,Power & Fuel,6000,
2025-04,3142.0,Printing & Stationery,5125.5,
2025-04,3142.0,Rent + CAM,35000,
2025-04,3142.0,Staff Welfare,445,
2025-04,3144.0,Central,2395.35,
2025-04,3144.0,Finance,2796,
2025-04,3144.0,Housekeeping,4610,
2025-04,3144.0,Internet,3400,
2025-04,3144.0,Inventory Shrinkage,2060.42,
2025-04,3144.0,Logistic Costs,7500,
2025-04,3144.0,Maintenance & Consummables,812.5,
2025-04,3144.0,Marketing Expenses,24214.24,
2025-04,3144.0,Office expense incl brokerage exp,3055,
2025-04,3144.0,Packaging,1195.41,
2025-04,3144.0,Power & Fuel,17037.14,
2025-04,3144.0,Printing & Stationery,3490,
2025-04,3144.0,Rent + CAM,75796.56,
2025-04,3144.0,Staff Welfare,1550,
2025-04,3145.0,Central,-86554.8,
2025-04,3145.0,Finance,2436,
2025-04,3145.0,Housekeeping,6700,
2025-04,3145.0,Internet,3598,
2025-04,3145.0,Inventory Shrinkage,501.2,
