month,store,expense-category,val-in-rep-cur-,store_id
2025-05,3088.0,Logistic Costs,8296,
2025-05,3088.0,Marketing Expenses,18884,
2025-05,3088.0,Office expense incl brokerage exp,1480,
2025-05,3088.0,Packaging,10993.04,
2025-05,3088.0,Power & Fuel,2526.09,
2025-05,3088.0,Printing & Stationery,3786,
2025-05,3088.0,Rent + CAM,39689.51,
2025-05,3088.0,Staff Welfare,1980,
2025-05,3088.0,Water,255.1,
2025-05,3089.0,Central,14398,
2025-05,3089.0,Finance,3753.28,
2025-05,3089.0,Housekeeping,-4000,
2025-05,3089.0,Internet,3300,
2025-05,3089.0,Logistic Costs,9725.67,
2025-05,3089.0,Maintenance & Consummables,31230,
2025-05,3089.0,Marketing Expenses,7721,
2025-05,3089.0,Office expense incl brokerage exp,730,
2025-05,3089.0,Packaging,7022.25,
2025-05,3089.0,Power & Fuel,10642.5,
2025-05,3089.0,Printing & Stationery,3080,
2025-05,3089.0,Rent + CAM,46000,
2025-05,3089.0,Staff Welfare,1600,
2025-05,3090.0,Central,9223,
2025-05,3090.0,Finance,8670,
2025-05,3090.0,Housekeeping,4504.75,
2025-05,3090.0,Internet,3300,
2025-05,3090.0,Inventory Shrinkage,2771.81,
2025-05,3090.0,Marketing Expenses,9221.88,
2025-05,3090.0,Office expense incl brokerage exp,4538,
2025-05,3090.0,Packaging,22093.04,
2025-05,3090.0,Power & Fuel,7000,
2025-05,3090.0,Printing & Stationery,5300.08,
2025-05,3090.0,Rent + CAM,117200,
2025-05,3090.0,Staff Welfare,1650,
2025-05,3091.0,Central,1851,
2025-05,3091.0,Finance,2106.82,
2025-05,3091.0,Housekeeping,2578,
2025-05,3091.0,Internet,6834,
2025-05,3091.0,Inventory Shrinkage,2186.93,
2025-05,3091.0,Logistic Costs,12016.45,
2025-05,3091.0,Maintenance & Consummables,1538,
2025-05,3091.0,Marketing Expenses,12132.65,
2025-05,3091.0,Office expense incl brokerage exp,2979,
2025-05,3091.0,Packaging,8888.53,
2025-05,3091.0,Power & Fuel,11194,
2025-05,3091.0,Printing & Stationery,5280,
2025-05,3091.0,Rent + CAM,40000,
2025-05,3091.0,Staff Welfare,300,
2025-05,3094.0,Central,1351,
2025-05,3094.0,Finance,2895.65,
2025-05,3094.0,Housekeeping,4044.75,
2025-05,3094.0,Internet,6834,
2025-05,3094.0,Logistic Costs,5625,
2025-05,3094.0,Marketing Expenses,9544,
2025-05,3094.0,Office expense incl brokerage exp,1655,
2025-05,3094.0,Packaging,5847.19,
2025-05,3094.0,Power & Fuel,6500,
2025-05,3094.0,Printing & Stationery,2150,
2025-05,3094.0,Rent + CAM,31000,
2025-05,3094.0,Staff Welfare,2550,
2025-05,3095.0,Central,7462,
2025-05,3095.0,Finance,2344.69,
2025-05,3095.0,Housekeeping,1184,
2025-05,3095.0,Internet,6834,
2025-05,3095.0,Logistic Costs,12016.45,
2025-05,3095.0,Maintenance & Consummables,2538,
2025-05,3095.0,Marketing Expenses,6647,
2025-05,3095.0,Office expense incl brokerage exp,1140,
2025-05,3095.0,Packaging,8291.53,
2025-05,3095.0,Power & Fuel,7662,
2025-05,3095.0,Printing & Stationery,5055.58,
2025-05,3095.0,Rent + CAM,60000,
2025-05,3095.0,Staff Welfare,1905,
2025-05,3097.0,Central,6618,
2025-05,3097.0,Finance,2879.02,
2025-05,3097.0,Housekeeping,1700,
2025-05,3097.0,Internet,6834,
2025-05,3097.0,Inventory Shrinkage,3148.89,
2025-05,3097.0,Logistic Costs,11231.45,
2025-05,3097.0,Maintenance & Consummables,1538,
2025-05,3097.0,Marketing Expenses,6646.65,
2025-05,3097.0,Office expense incl brokerage exp,1357,
2025-05,3097.0,Packaging,9453.53,
2025-05,3097.0,Power & Fuel,9536,
2025-05,3097.0,Printing & Stationery,5248,
2025-05,3097.0,Rent + CAM,75000,
2025-05,3098.0,Central,1851,
2025-05,3098.0,Finance,2107.31,
2025-05,3098.0,Housekeeping,5380,
2025-05,3098.0,Internet,3002,
2025-05,3098.0,Inventory Shrinkage,1870.54,
2025-05,3098.0,Logistic Costs,8206.35,
2025-05,3098.0,Maintenance & Consummables,1538,
2025-05,3098.0,Marketing Expenses,12132.65,
2025-05,3098.0,Office expense incl brokerage exp,2335,
2025-05,3098.0,Packaging,9773.61,
2025-05,3098.0,Power & Fuel,9980,
2025-05,3098.0,Printing & Stationery,7164.4,
2025-05,3098.0,Rent + CAM,49000,
2025-05,3098.0,Staff Welfare,500,
2025-05,3099.0,Central,2416,
2025-05,3099.0,Finance,2750.57,
2025-05,3099.0,Housekeeping,1800,
2025-05,3099.0,Internet,3002,
2025-05,3099.0,Inventory Shrinkage,1893.34,
2025-05,3099.0,Maintenance & Consummables,700,
2025-05,3099.0,Marketing Expenses,9592,
2025-05,3099.0,Office expense incl brokerage exp,935,
2025-05,3099.0,Packaging,8698.53,
2025-05,3099.0,Power & Fuel,8165,
2025-05,3099.0,Printing & Stationery,4309.68,
2025-05,3099.0,Rent + CAM,22000,
2025-05,3099.0,Staff Welfare,350,
2025-05,3101.0,Central,0,
2025-05,3101.0,Finance,773.39,
2025-05,3101.0,Housekeeping,2000,
2025-05,3101.0,Internet,1539,
2025-05,3101.0,Logistic Costs,1427.45,
2025-05,3101.0,Maintenance & Consummables,200,
2025-05,3101.0,Office expense incl brokerage exp,2961,
2025-05,3101.0,Packaging,2846.38,
2025-05,3101.0,Power & Fuel,0,
2025-05,3101.0,Printing & Stationery,840,
2025-05,3101.0,Rent + CAM,15484,
2025-05,3101.0,Staff Welfare,1900,
2025-05,3104.0,Central,4877,
2025-05,3104.0,Finance,3339.22,
2025-05,3104.0,Housekeeping,-2650,
2025-05,3104.0,Internet,3372,
2025-05,3104.0,Inventory Shrinkage,1616.48,
2025-05,3104.0,Logistic Costs,9725.67,
2025-05,3104.0,Maintenance & Consummables,7780,
2025-05,3104.0,Marketing Expenses,7721,
2025-05,3104.0,Office expense incl brokerage exp,2404,
2025-05,3104.0,Packaging,7417.25,
2025-05,3104.0,Power & Fuel,2000,
2025-05,3104.0,Printing & Stationery,3584,
2025-05,3104.0,Rent + CAM,48000,
2025-05,3104.0,Staff Welfare,5320,
2025-05,3109.0,Central,2899,
2025-05,3109.0,Finance,3196.44,
2025-05,3109.0,Housekeeping,1350,
2025-05,3109.0,Internet,3372,
2025-05,3109.0,Logistic Costs,9725.67,
2025-05,3109.0,Maintenance & Consummables,1680,
2025-05,3109.0,Marketing Expenses,7721,
2025-05,3109.0,Office expense incl brokerage exp,2048,
2025-05,3109.0,Packaging,6302.25,
2025-05,3109.0,Power & Fuel,11477,
2025-05,3109.0,Printing & Stationery,5321,
2025-05,3109.0,Rent + CAM,40438,
2025-05,3109.0,Staff Welfare,1500,
2025-05,3110.0,Central,1351,
2025-05,3110.0,Finance,3022.83,
2025-05,3110.0,Internet,5000,
2025-05,3110.0,Logistic Costs,11310,
2025-05,3110.0,Maintenance & Consummables,4779,
2025-05,3110.0,Marketing Expenses,20666,
2025-05,3110.0,Office expense incl brokerage exp,770,
2025-05,3110.0,Packaging,6862,
2025-05,3110.0,Power & Fuel,12035,
2025-05,3110.0,Printing & Stationery,3881,
2025-05,3110.0,Rent + CAM,55424,
2025-05,3110.0,Staff Welfare,1120,
2025-05,3111.0,Central,2839.5,
2025-05,3111.0,Finance,1946.37,
2025-05,3111.0,Home Delivery Charges,-315,
2025-05,3111.0,Housekeeping,3270,
2025-05,3111.0,Internet,3300,
2025-05,3111.0,Maintenance & Consummables,893,
2025-05,3111.0,Marketing Expenses,17184.6,
2025-05,3111.0,Office expense incl brokerage exp,500,
2025-05,3111.0,Packaging,5804.36,
2025-05,3111.0,Power & Fuel,7000,
2025-05,3111.0,Printing & Stationery,4062.95,
2025-05,3111.0,Rent + CAM,45000,
2025-05,3111.0,Staff Welfare,800,
2025-05,3112.0,Central,3061,
2025-05,3112.0,Finance,3015.6,
2025-05,3112.0,Housekeeping,3493,
2025-05,3112.0,Inventory Shrinkage,1981.79,
2025-05,3112.0,Maintenance & Consummables,1538,
2025-05,3112.0,Marketing Expenses,15452,
2025-05,3112.0,Office expense incl brokerage exp,1140,
2025-05,3112.0,Packaging,9593.53,
2025-05,3112.0,Power & Fuel,9177.77,
2025-05,3112.0,Printing & Stationery,1960,
2025-05,3112.0,Rent + CAM,60000,
2025-05,3113.0,Central,1351,
2025-05,3113.0,Finance,2258.2,
2025-05,3113.0,Housekeeping,600,
2025-05,3113.0,Internet,3372,
2025-05,3113.0,Logistic Costs,7817.45,
2025-05,3113.0,Maintenance & Consummables,700,
2025-05,3113.0,Marketing Expenses,32348.65,
2025-05,3113.0,Office expense incl brokerage exp,51680,
2025-05,3113.0,Packaging,9611.53,
2025-05,3113.0,Power & Fuel,6469,
2025-05,3113.0,Printing & Stationery,2485,
2025-05,3113.0,Rent + CAM,26000,
2025-05,3115.0,Central,10613.5,
2025-05,3115.0,Finance,4890.09,
2025-05,3115.0,Home Delivery Charges,-2520,
2025-05,3115.0,Housekeeping,4262,
2025-05,3115.0,Internet,6834,
2025-05,3115.0,Logistic Costs,9524,
2025-05,3115.0,Maintenance & Consummables,3719,
2025-05,3115.0,Marketing Expenses,22584.6,
2025-05,3115.0,Office expense incl brokerage exp,3100,
2025-05,3115.0,Packaging,5803.4,
2025-05,3115.0,Power & Fuel,7232.58,
2025-05,3115.0,Printing & Stationery,4765.55,
2025-05,3115.0,Rent + CAM,59060,
2025-05,3115.0,Staff Welfare,1500,
2025-05,3116.0,Central,2592,
2025-05,3116.0,Finance,4763.68,
2025-05,3116.0,Home Delivery Charges,0,
2025-05,3116.0,Housekeeping,2134.75,
2025-05,3116.0,Internet,6717,
2025-05,3116.0,Inventory Shrinkage,1284.29,
2025-05,3116.0,Marketing Expenses,4404,
2025-05,3116.0,Office expense incl brokerage exp,140000,
2025-05,3116.0,Packaging,127.19,
2025-05,3116.0,Power & Fuel,8750,
2025-05,3116.0,Printing & Stationery,6547.1,
2025-05,3116.0,Rent + CAM,70000,
2025-05,3119.0,Central,2351,
2025-05,3119.0,Finance,2352.55,
2025-05,3119.0,Housekeeping,2067.6,
2025-05,3119.0,Internet,3372,
2025-05,3119.0,Maintenance & Consummables,1538,
2025-05,3119.0,Marketing Expenses,13572.65,
2025-05,3119.0,Office expense incl brokerage exp,258,
2025-05,3119.0,Packaging,8698.03,
2025-05,3119.0,Power & Fuel,11608,
2025-05,3119.0,Printing & Stationery,4337,
2025-05,3119.0,Rent + CAM,40000,
2025-05,3120.0,Central,2351,
2025-05,3120.0,Finance,3002.29,
2025-05,3120.0,Housekeeping,600,
2025-05,3120.0,Internet,3372,
2025-05,3120.0,Inventory Shrinkage,1899.41,
2025-05,3120.0,Logistic Costs,11627.45,
2025-05,3120.0,Maintenance & Consummables,2550,
2025-05,3120.0,Marketing Expenses,12932,
2025-05,3120.0,Office expense incl brokerage exp,4639,
2025-05,3120.0,Packaging,10448.53,
2025-05,3120.0,Power & Fuel,6000,
2025-05,3120.0,Printing & Stationery,-717.2,
2025-05,3120.0,Rent + CAM,45000,
2025-05,3121.0,Central,10953,
2025-05,3121.0,Finance,3468.59,
2025-05,3121.0,Housekeeping,2280,
2025-05,3121.0,Internet,3300,
2025-05,3121.0,Logistic Costs,9725.67,
2025-05,3121.0,Maintenance & Consummables,7780,
2025-05,3121.0,Marketing Expenses,7721,
2025-05,3121.0,Office expense incl brokerage exp,-320,
2025-05,3121.0,Packaging,7546.75,
2025-05,3121.0,Power & Fuel,13751,
2025-05,3121.0,Printing & Stationery,3680,
2025-05,3121.0,Rent + CAM,80000,
2025-05,3121.0,Staff Welfare,1600,
2025-05,3123.0,Logistic Costs,9089.45,
2025-05,3125.0,Central,3759,
2025-05,3125.0,Finance,3525.32,
2025-05,3125.0,Housekeeping,600,
2025-05,3125.0,Internet,3300,
2025-05,3125.0,Inventory Shrinkage,1226.24,
2025-05,3125.0,Logistic Costs,9725.67,
2025-05,3125.0,Maintenance & Consummables,1680,
2025-05,3125.0,Marketing Expenses,7950,
2025-05,3125.0,Packaging,6648.25,
2025-05,3125.0,Power & Fuel,12691.16,
2025-05,3125.0,Printing & Stationery,4495,
2025-05,3125.0,Rent + CAM,64000,
2025-05,3126.0,Central,2222,
2025-05,3126.0,Finance,3424.77,
2025-05,3126.0,Housekeeping,600,
2025-05,3126.0,Internet,3300,
2025-05,3126.0,Inventory Shrinkage,1219.4,
2025-05,3126.0,Logistic Costs,9725.67,
2025-05,3126.0,Maintenance & Consummables,14180,
2025-05,3126.0,Marketing Expenses,22804,
2025-05,3126.0,Office expense incl brokerage exp,-70,
2025-05,3126.0,Packaging,7277.25,
2025-05,3126.0,Power & Fuel,11741,
2025-05,3126.0,Printing & Stationery,2332,
2025-05,3126.0,Rent + CAM,48000,
2025-05,3126.0,Staff Welfare,1720,
2025-05,3128.0,Central,5565,
2025-05,3128.0,Finance,2507.08,
2025-05,3128.0,Housekeeping,-5500,
2025-05,3128.0,Internet,3372,
2025-05,3128.0,Logistic Costs,9725.67,
2025-05,3128.0,Maintenance & Consummables,7780,
2025-05,3128.0,Marketing Expenses,7721,
2025-05,3128.0,Office expense incl brokerage exp,-320,
2025-05,3128.0,Packaging,7417.25,
2025-05,3128.0,Power & Fuel,13092,
2025-05,3128.0,Printing & Stationery,3267,
2025-05,3128.0,Rent + CAM,55000,
2025-05,3128.0,Water,1000,
2025-05,3129.0,Central,3931.4,
2025-05,3129.0,Finance,4636.67,
2025-05,3129.0,Housekeeping,600,
2025-05,3129.0,Internet,3372,
2025-05,3129.0,Inventory Shrinkage,3084.75,
2025-05,3129.0,Logistic Costs,9725.67,
2025-05,3129.0,Maintenance & Consummables,26435,
2025-05,3129.0,Marketing Expenses,30045,
2025-05,3129.0,Office expense incl brokerage exp,-640,
2025-05,3129.0,Packaging,7532.25,
2025-05,3129.0,Power & Fuel,2000,
2025-05,3129.0,Printing & Stationery,5542,
2025-05,3129.0,Rent + CAM,47000,
2025-05,3132.0,Finance,300,
2025-05,3133.0,Central,9049.5,
2025-05,3133.0,Finance,4475.53,
2025-05,3133.0,Home Delivery Charges,0,
2025-05,3133.0,Housekeeping,1712,
2025-05,3133.0,Internet,3449,
2025-05,3133.0,Logistic Costs,9524,
2025-05,3133.0,Maintenance & Consummables,2797,
2025-05,3133.0,Marketing Expenses,20964.6,
2025-05,3133.0,Packaging,7159.69,
2025-05,3133.0,Power & Fuel,6395,
2025-05,3133.0,Printing & Stationery,4969,
2025-05,3133.0,Rent + CAM,117613,
2025-05,3136.0,Central,4017,
2025-05,3136.0,Finance,3524.66,
2025-05,3136.0,Housekeeping,600,
2025-05,3136.0,Internet,3372,
2025-05,3136.0,Inventory Shrinkage,727.72,
2025-05,3136.0,Logistic Costs,9725.67,
2025-05,3136.0,Maintenance & Consummables,7780,
2025-05,3136.0,Marketing Expenses,41395,
2025-05,3136.0,Office expense incl brokerage exp,-450,
2025-05,3136.0,Packaging,8087.25,
2025-05,3136.0,Power & Fuel,35975,
2025-05,3136.0,Printing & Stationery,4780,
2025-05,3136.0,Rent + CAM,40000,
2025-05,3137.0,Central,2351,
2025-05,3137.0,Finance,1968.22,
2025-05,3137.0,Housekeeping,600,
2025-05,3137.0,Internet,4968,
2025-05,3137.0,Logistic Costs,7817.45,
2025-05,3137.0,Maintenance & Consummables,1538,
2025-05,3137.0,Marketing Expenses,12133,
2025-05,3137.0,Office expense incl brokerage exp,-320,
2025-05,3137.0,Packaging,9658.53,
2025-05,3137.0,Power & Fuel,7037,
2025-05,3137.0,Printing & Stationery,5358.4,
2025-05,3137.0,Rent + CAM,40000,
2025-05,3139.0,Central,3286,
2025-05,3139.0,Finance,3401.07,
2025-05,3139.0,Housekeeping,1800,
2025-05,3139.0,Internet,3372,
2025-05,3139.0,Inventory Shrinkage,1058.29,
2025-05,3139.0,Logistic Costs,9725.67,
2025-05,3139.0,Maintenance & Consummables,13880,
2025-05,3139.0,Marketing Expenses,18604,
2025-05,3139.0,Office expense incl brokerage exp,-120,
2025-05,3139.0,Packaging,7973,
2025-05,3139.0,Power & Fuel,12582,
2025-05,3139.0,Printing & Stationery,2571,
2025-05,3139.0,Rent + CAM,32000,
2025-05,3139.0,Staff Welfare,1600,
2025-05,3140.0,Central,14020.4,
2025-05,3140.0,Finance,3411.87,
2025-05,3140.0,Housekeeping,2300,
2025-05,3140.0,Internet,3300,
2025-05,3140.0,Inventory Shrinkage,748.69,
2025-05,3140.0,Logistic Costs,9725.67,
2025-05,3140.0,Maintenance & Consummables,7780,
2025-05,3140.0,Marketing Expenses,10097,
2025-05,3140.0,Office expense incl brokerage exp,3453,
2025-05,3140.0,Packaging,8112.25,
2025-05,3140.0,Power & Fuel,12929.5,
2025-05,3140.0,Printing & Stationery,3740,
2025-05,3140.0,Rent + CAM,36000,
2025-05,3140.0,Staff Welfare,2495,
2025-05,3141.0,Central,2501,
2025-05,3141.0,Finance,3960.71,
2025-05,3141.0,Home Delivery Charges,0,
2025-05,3141.0,Housekeeping,3170,
2025-05,3141.0,Internet,3300,
2025-05,3141.0,Inventory Shrinkage,89.77,
2025-05,3141.0,Logistic Costs,9524,
2025-05,3141.0,Maintenance & Consummables,1095,
2025-05,3141.0,Marketing Expenses,17864.4,
2025-05,3141.0,Office expense incl brokerage exp,2436,
2025-05,3141.0,Packaging,5967.11,
2025-05,3141.0,Power & Fuel,12990,
2025-05,3141.0,Printing & Stationery,3572,
2025-05,3141.0,Rent + CAM,154732,
2025-05,3141.0,Staff Welfare,273,
2025-05,3142.0,Central,3351,
2025-05,3142.0,Finance,1571.82,
2025-05,3142.0,Housekeeping,2769,
2025-05,3142.0,Internet,1687,
2025-05,3142.0,Inventory Shrinkage,1245.57,
2025-05,3142.0,Logistic Costs,9031.45,
2025-05,3142.0,Maintenance & Consummables,2888,
2025-05,3142.0,Marketing Expenses,16912.65,
2025-05,3142.0,Office expense incl brokerage exp,3299,
2025-05,3142.0,Packaging,10147.13,
2025-05,3142.0,Power & Fuel,6000,
2025-05,3142.0,Printing & Stationery,5365,
2025-05,3142.0,Rent + CAM,35000,
2025-05,3144.0,Central,1351,
2025-05,3144.0,Finance,2220.64,
2025-05,3144.0,Housekeeping,3634.75,
2025-05,3144.0,Internet,1650,
2025-05,3144.0,Logistic Costs,5625,
2025-05,3144.0,Marketing Expenses,20828.17,
2025-05,3144.0,Office expense incl brokerage exp,36206,
2025-05,3144.0,Packaging,5922.19,
2025-05,3144.0,Power & Fuel,13251.8,
2025-05,3144.0,Printing & Stationery,4586,
2025-05,3144.0,Rent + CAM,84109.57,
2025-05,3144.0,Staff Welfare,1808,
2025-05,3145.0,Central,1290,
2025-05,3145.0,Finance,2883.65,
2025-05,3145.0,Housekeeping,-3900,
2025-05,3145.0,Internet,3300,
2025-05,3145.0,Inventory Shrinkage,493.13,
2025-05,3145.0,Logistic Costs,9725.67,
2025-05,3145.0,Maintenance & Consummables,8280,
2025-05,3145.0,Marketing Expenses,31210.08,
2025-05,3145.0,Office expense incl brokerage exp,2649,
2025-05,3145.0,Packaging,9018.25,
2025-05,3145.0,Power & Fuel,7916,
2025-05,3145.0,Printing & Stationery,3150,
2025-05,3145.0,Rent + CAM,30000,
2025-05,3145.0,Staff Welfare,4740,
2025-05,3146.0,Central,4937,
2025-05,3146.0,Finance,2463.63,
2025-05,3146.0,Housekeeping,600,
2025-05,3146.0,Internet,3300,
2025-05,3146.0,Logistic Costs,9725.67,
2025-05,3146.0,Maintenance & Consummables,32683.75,
2025-05,3146.0,Marketing Expenses,7721,
2025-05,3146.0,Packaging,5398.25,
2025-05,3146.0,Power & Fuel,15319,
2025-05,3146.0,Printing & Stationery,2265,
2025-05,3146.0,Rent + CAM,50000,
2025-05,3147.0,Central,4051,
2025-05,3147.0,Finance,3490.91,
2025-05,3147.0,Housekeeping,7922.85,
2025-05,3147.0,Internet,7905,
2025-05,3147.0,Logistic Costs,8302,
2025-05,3147.0,Marketing Expenses,9543.6,
2025-05,3147.0,Office expense incl brokerage exp,5427,
2025-05,3147.0,Packaging,0,
2025-05,3147.0,Power & Fuel,10831,
2025-05,3147.0,Printing & Stationery,4590,
2025-05,3147.0,Rent + CAM,95000,
2025-05,3147.0,Staff Welfare,600,
2025-05,3148.0,Central,1351,
2025-05,3148.0,Finance,1744.95,
2025-05,3148.0,Housekeeping,0,
2025-05,3148.0,Internet,3002,
2025-05,3148.0,Inventory Shrinkage,1544.6,
2025-05,3148.0,Maintenance & Consummables,1538,
2025-05,3148.0,Marketing Expenses,17952.65,
2025-05,3148.0,Office expense incl brokerage exp,-450,
2025-05,3148.0,Packaging,3647.6,
2025-05,3148.0,Power & Fuel,30543,
2025-05,3148.0,Printing & Stationery,2610,
2025-05,3148.0,Rent + CAM,65000,
2025-05,3149.0,Central,2351,
2025-05,3149.0,Finance,5493.42,
2025-05,3149.0,Housekeeping,1858,
2025-05,3149.0,Internet,3002,
2025-05,3149.0,Logistic Costs,11627.45,
2025-05,3149.0,Maintenance & Consummables,1538,
2025-05,3149.0,Marketing Expenses,18468.65,
2025-05,3149.0,Office expense incl brokerage exp,780,
2025-05,3149.0,Packaging,10458.53,
2025-05,3149.0,Power & Fuel,7792,
2025-05,3149.0,Printing & Stationery,4336.56,
2025-05,3149.0,Rent + CAM,50000,
2025-05,3149.0,Staff Welfare,710,
2025-05,3151.0,Central,3007,
2025-05,3151.0,Finance,3497.86,
2025-05,3151.0,Housekeeping,-5500,
2025-05,3151.0,Internet,5800,
2025-05,3151.0,Inventory Shrinkage,796.44,
2025-05,3151.0,Logistic Costs,9726.17,
2025-05,3151.0,Maintenance & Consummables,22780,
2025-05,3151.0,Marketing Expenses,7721,
2025-05,3151.0,Packaging,4185,
2025-05,3151.0,Power & Fuel,13017,
2025-05,3151.0,Printing & Stationery,2940,
2025-05,3151.0,Rent + CAM,35000,
2025-05,3152.0,Central,1351,
2025-05,3152.0,Finance,1377,
2025-05,3152.0,Internet,4450.44,
2025-05,3152.0,Inventory Shrinkage,790.89,
2025-05,3152.0,Logistic Costs,11636,
2025-05,3152.0,Maintenance & Consummables,2800,
2025-05,3152.0,Marketing Expenses,52256,
2025-05,3152.0,Packaging,0,
2025-05,3152.0,Power & Fuel,2170,
2025-05,3152.0,Printing & Stationery,8973.96,
2025-05,3152.0,Rent + CAM,0,
2025-05,3153.0,Central,1351,
2025-05,3153.0,Finance,-181.14,
2025-05,3153.0,Internet,-2600,
2025-05,3153.0,Logistic Costs,11310,
2025-05,3153.0,Maintenance & Consummables,2800,
2025-05,3153.0,Marketing Expenses,19141,
2025-05,3153.0,Packaging,6862,
2025-05,3153.0,Power & Fuel,10140,
2025-05,3153.0,Printing & Stationery,1650,
2025-05,3153.0,Rent + CAM,70656,
2025-05,3154.0,Central,4351,
2025-05,3154.0,Finance,3289.08,
2025-05,3154.0,Home Delivery Charges,0,
2025-05,3154.0,Housekeeping,4200,
2025-05,3154.0,Internet,3300,
2025-05,3154.0,Inventory Shrinkage,646.61,
2025-05,3154.0,Logistic Costs,9524,
2025-05,3154.0,Maintenance & Consummables,1143,
2025-05,3154.0,Marketing Expenses,26585,
2025-05,3166.0,Rent + CAM,29000,
2025-05,3154.0,Office expense incl brokerage exp,3790,
2025-05,3154.0,Packaging,4824.03,
2025-05,3154.0,Power & Fuel,9067,
2025-05,3154.0,Printing & Stationery,5319,
2025-05,3154.0,Rent + CAM,70000,
2025-05,3154.0,Staff Welfare,4800,
2025-05,3155.0,Central,1351,
2025-05,3155.0,Finance,2845.83,
2025-05,3155.0,Housekeeping,2000,
2025-05,3155.0,Internet,5000,
2025-05,3155.0,Inventory Shrinkage,2095.13,
2025-05,3155.0,Logistic Costs,11310,
2025-05,3155.0,Maintenance & Consummables,13525,
2025-05,3155.0,Marketing Expenses,31021,
2025-05,3155.0,Office expense incl brokerage exp,7466,
2025-05,3155.0,Packaging,6862,
2025-05,3155.0,Power & Fuel,14541,
2025-05,3155.0,Printing & Stationery,1650,
2025-05,3155.0,Rent + CAM,49000,
2025-05,3155.0,Staff Welfare,3100,
2025-05,3156.0,Central,4791,
2025-05,3156.0,Finance,300,
2025-05,3156.0,Housekeeping,3100,
2025-05,3156.0,Internet,1601,
2025-05,3156.0,Inventory Shrinkage,17.67,
2025-05,3156.0,Logistic Costs,5340,
2025-05,3156.0,Maintenance & Consummables,1680,
2025-05,3156.0,Marketing Expenses,4321,
2025-05,3156.0,Office expense incl brokerage exp,3590,
2025-05,3156.0,Packaging,2500,
2025-05,3156.0,Power & Fuel,6536,
2025-05,3156.0,Printing & Stationery,1640,
2025-05,3156.0,Rent + CAM,28000,
2025-05,3156.0,Staff Welfare,1600,
2025-05,3157.0,Central,5351,
2025-05,3157.0,Finance,838.74,
2025-05,3157.0,Housekeeping,2137,
2025-05,3157.0,Internet,651,
2025-05,3157.0,Inventory Shrinkage,1103.95,
2025-05,3157.0,Logistic Costs,7817.45,
2025-05,3157.0,Maintenance & Consummables,700,
2025-05,3157.0,Marketing Expenses,30575,
2025-05,3157.0,Office expense incl brokerage exp,3541,
2025-05,3157.0,Packaging,6765,
2025-05,3157.0,Power & Fuel,9160,
2025-05,3157.0,Printing & Stationery,5632.07,
2025-05,3157.0,Rent + CAM,41000,
2025-05,3157.0,Staff Welfare,500,
2025-05,3158.0,Central,0,
2025-05,3158.0,Finance,0,
2025-05,3158.0,Internet,5000,
2025-05,3158.0,Maintenance & Consummables,2800,
2025-05,3158.0,Power & Fuel,860,
2025-05,3158.0,Printing & Stationery,1050,
2025-05,3158.0,Rent + CAM,50000,
2025-05,3159.0,Central,1351,
2025-05,3159.0,Finance,184452.44,
2025-05,3159.0,Internet,3472,
2025-05,3159.0,Inventory Shrinkage,495.06,
2025-05,3159.0,Logistic Costs,22595.75,
2025-05,3159.0,Marketing Expenses,33226,
2025-05,3159.0,Packaging,1455,
2025-05,3159.0,Power & Fuel,5500,
2025-05,3159.0,Printing & Stationery,4490,
2025-05,3159.0,Rent + CAM,31000,
2025-05,3160.0,Central,1351,
2025-05,3160.0,Finance,826.43,
2025-05,3160.0,Internet,3472,
2025-05,3160.0,Inventory Shrinkage,204.85,
2025-05,3160.0,Marketing Expenses,27054,
2025-05,3160.0,Office expense incl brokerage exp,3040,
2025-05,3160.0,Packaging,1455,
2025-05,3160.0,Power & Fuel,5500,
2025-05,3160.0,Printing & Stationery,1694,
2025-05,3160.0,Rent + CAM,20000,
2025-05,3162.0,Housekeeping,600,
2025-05,3162.0,Internet,8398,
2025-05,3162.0,Maintenance & Consummables,700,
2025-05,3162.0,Power & Fuel,3000,
2025-05,3162.0,Printing & Stationery,520,
2025-05,3163.0,Central,3286,
2025-05,3163.0,Finance,2218.04,
2025-05,3163.0,Housekeeping,600,
2025-05,3163.0,Internet,8300,
2025-05,3163.0,Logistic Costs,9725.67,
2025-05,3163.0,Maintenance & Consummables,7780,
2025-05,3163.0,Marketing Expenses,47755,
2025-05,3163.0,Office expense incl brokerage exp,3040,
2025-05,3163.0,Packaging,2500,
2025-05,3163.0,Power & Fuel,4771,
2025-05,3163.0,Printing & Stationery,1640,
2025-05,3163.0,Rent + CAM,30484,
2025-05,3164.0,Central,0,
2025-05,3164.0,Internet,17186,
2025-05,3164.0,Maintenance & Consummables,2800,
2025-05,3164.0,Power & Fuel,290,
2025-05,3164.0,Printing & Stationery,1050,
2025-05,3164.0,Rent + CAM,40645.1,
2025-05,3165.0,Central,0,
2025-05,3165.0,Finance,0,
2025-05,3165.0,Internet,16580,
2025-05,3165.0,Maintenance & Consummables,2800,
2025-05,3165.0,Office expense incl brokerage exp,3040,
2025-05,3165.0,Power & Fuel,2000,
2025-05,3165.0,Printing & Stationery,1050,
2025-05,3166.0,Central,1351,
2025-05,3166.0,Finance,1579,
2025-05,3166.0,Housekeeping,600,
